District,Total,Date,Population,Vac,,,,,
Thanjavur,211141,30-05-2021,"14,07,627",14999.78332,,,,,
Theni,88096,30-05-2021,"27,13,858",3246.153631,,,,,
Thoothukudi,143469,30-05-2021,"12,43,684",11535.80813,,,,,
Tiruchirapalli,317977,30-05-2021,"16,65,253",19094.81622,,,,,
Tirunelveli,130372,30-05-2021,"24,02,781",5425.879429,,,,,
Tirupathur,103516,30-05-2021,"17,38,376",5954.753172,,,,,
Tiruppur,223108,30-05-2021,"11,11,812",20067.0617,,,,,
Tiruvallur,281310,30-05-2021,"37,25,697",7550.533497,,,,,
Tiruvannamalai,136004,30-05-2021,"12,68,094",10725.07243,,,,,
Tiruvarur,88114,30-05-2021,"24,68,965",3568.863876,,,,,
Vellore,218111,30-05-2021,"16,14,242",13511.66678,,,,,
Villupuram,157640,30-05-2021,"20,93,003",7531.76178,,,,,
Virudhunagar,270091,30-05-2021,"19,43,309",13898.51022,,,,,
Ariyalur,20994,31-03-2021,"7,52,481",2789.970777,,,,,
Chengalpattu,118759,31-03-2021,"25,56,244",4645.839756,,,,,
Chennai,746340,31-03-2021,"71,00,000",10511.83099,,,,,
Coimbatore,189007,31-03-2021,"34,72,578",5442.843904,,,,,
Cuddalore,71356,31-03-2021,"26,00,880",2743.532958,,,,,
Dharmapuri,48977,31-03-2021,"15,02,900",3258.832923,,,,,
Dindigul,62946,31-03-2021,"21,61,367",2912.323543,,,,,
Erode,66724,31-03-2021,"22,59,608",2952.901565,,,,,
Kallakurichi,31230,31-03-2021,"13,70,281",2279.09458,,,,,
Kancheepuram,35112,31-03-2021,"11,66,401",3010.285485,,,,,
Kanniyakumari,57140,31-03-2021,"18,63,178",3066.803064,,,,,
Karur,33154,31-03-2021,"10,76,588",3079.543892,,,,,
Krishnagiri,80801,31-03-2021,"18,83,731",4289.412873,,,,,
Madurai,120859,31-03-2021,"39,91,038",3028.259816,,,,,
Nagapattinam,30311,31-03-2021,"16,14,069",1877.924674,,,,,
Namakkal,77397,31-03-2021,"7,35,071",10529.18698,,,,,
The Nilgiris,69938,31-03-2021,"24,71,222",2830.097822,,,,,
Perambalur,20536,31-03-2021,"17,21,179",1193.135636,,,,,
Pudukkottai,41780,31-03-2021,"5,64,511",7401.095816,,,,,
Ramanathapuram,32173,31-03-2021,"19,18,725",1676.790577,,,,,
Ranipet,22487,31-03-2021,"13,37,560",1681.19561,,,,,
Salem,189716,31-03-2021,"12,10,277",15675.41976,,,,,
Sivagangai,35442,31-03-2021,"34,80,008",1018.445935,,,,,
Tenkasi,33867,31-03-2021,"13,41,250",2525.032619,,,,,
Thanjavur,75316,31-03-2021,"14,07,627",5350.565171,,,,,
Theni,26294,31-03-2021,"27,13,858",968.8789907,,,,,
Thoothukudi,35859,31-03-2021,"12,43,684",2883.288681,,,,,
Tiruchirapalli,110234,31-03-2021,"16,65,253",6619.654791,,,,,
Tirunelveli,36728,31-03-2021,"24,02,781",1528.562112,,,,,
Tirupathur,30295,31-03-2021,"17,38,376",1742.718491,,,,,
Tiruppur,64563,31-03-2021,"11,11,812",5807.00694,,,,,
Tiruvallur,86220,31-03-2021,"37,25,697",2314.197853,,,,,
Tiruvannamalai,43727,31-03-2021,"12,68,094",3448.24595,,,,,
Tiruvarur,20799,31-03-2021,"24,68,965",842.4177742,,,,,
Vellore,84762,31-03-2021,"16,14,242",5250.885555,,,,,
Villupuram,72640,31-03-2021,"20,93,003",3470.611366,,,,,
Virudhunagar,107148,31-03-2021,"19,43,309",5513.68825,,,,,
Ariyalur,71873,31-05-2021,"7,52,481",9551.470403,,,,,
Chengalpattu,362792,31-05-2021,"25,56,244",14192.38539,,,,,
Chennai,2021826,31-05-2021,"71,00,000",28476.42254,,,,,
Coimbatore,598405,31-05-2021,"34,72,578",17232.29831,,,,,
Cuddalore,202014,31-05-2021,"26,00,880",7767.140352,,,,,
Dharmapuri,139101,31-05-2021,"15,02,900",9255.506022,,,,,
Dindigul,211126,31-05-2021,"21,61,367",9768.169867,,,,,
Erode,216067,31-05-2021,"22,59,608",9562.145292,,,,,
Kallakurichi,97391,31-05-2021,"13,70,281",7107.374327,,,,,
Kancheepuram,127099,31-05-2021,"11,66,401",10896.68133,,,,,
Kanniyakumari,187706,31-05-2021,"18,63,178",10074.50711,,,,,
Karur,96932,31-05-2021,"10,76,588",9003.629987,,,,,
Krishnagiri,214248,31-05-2021,"18,83,731",11373.59846,,,,,
Madurai,348040,31-05-2021,"39,91,038",8720.538366,,,,,
Nagapattinam,101005,31-05-2021,"16,14,069",6257.786997,,,,,
Namakkal,220732,31-05-2021,"7,35,071",30028.6639,,,,,
The Nilgiris,188497,31-05-2021,"24,71,222",7627.683794,,,,,
Perambalur,53703,31-05-2021,"17,21,179",3120.128702,,,,,
Pudukkottai,138854,31-05-2021,"5,64,511",24597.21777,,,,,
Ramanathapuram,111359,31-05-2021,"19,18,725",5803.802004,,,,,
Ranipet,76229,31-05-2021,"13,37,560",5699.108825,,,,,
Salem,486869,31-05-2021,"12,10,277",40227.89824,,,,,
Sivagangai,113102,31-05-2021,"34,80,008",3250.05,,,,,
Tenkasi,107666,31-05-2021,"13,41,250",8027.287978,,,,,
Thanjavur,213036,31-05-2021,"14,07,627",15134.40706,,,,,
Theni,97272,31-05-2021,"27,13,858",3584.270069,,,,,
Thoothukudi,150698,31-05-2021,"12,43,684",12117.06511,,,,,
Tiruchirapalli,324630,31-05-2021,"16,65,253",19494.3351,,,,,
Tirunelveli,138147,31-05-2021,"24,02,781",5749.46281,,,,,
Tirupathur,109099,31-05-2021,"17,38,376",6275.914992,,,,,
Tiruppur,233828,31-05-2021,"11,11,812",21031.25349,,,,,
Tiruvallur,286742,31-05-2021,"37,25,697",7696.33172,,,,,
Tiruvannamalai,142296,31-05-2021,"12,68,094",11221.25016,,,,,
Tiruvarur,90234,31-05-2021,"24,68,965",3654.729816,,,,,
Vellore,220956,31-05-2021,"16,14,242",13687.91049,,,,,
Villupuram,161057,31-05-2021,"20,93,003",7695.020026,,,,,
Virudhunagar,272221,31-05-2021,"19,43,309",14008.11708,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
